rank,gene,score
611,A2M,0.042281238463124704
612,CALN1,0.04215663396047825
613,GABRA1,0.04199077546173802
614,MMP16,0.041799133484677675
615,USH1C,0.04176362873125483
616,ACTG1,0.041755202724263585
617,RNF152,0.04172044362013161
618,KCNB2,0.04167039195696509
619,TSHZ2,0.04155344241543818
620,RET,0.041514770852194904
621,SRGAP2B,0.041450031101703644
622,SERPINI1,0.041347859255281394
623,TBC1D4,0.04108712077140808
624,LMO3,0.04107186070510316
625,PALD1,0.041055434598372575
626,ZFPM2,0.041010561948403246
627,MGAT4C,0.040862043982460405
628,CDHR3,0.04068536402679712
629,NTRK3,0.0405483401493254
630,PRICKLE2,0.04054709868117479
631,ROR1,0.0405320158879377
632,HLA-DRA,0.040460741519927956
633,GAP43,0.040286958889587776
634,ACOT7,0.04026296661923756
635,CTXND1,0.04025837096075219
636,GLIS3,0.040257455809567855
637,ACHE,0.04023033877213794
638,NECAB1,0.04006263300236801
639,SLC18A2,0.04000395782046262
640,ANGPTL4,0.03999036989545307
641,KALRN,0.03997820931435958
642,SERPINE2,0.03994315078384003
643,DKK3,0.03991581008714795
644,SNX10,0.039832039101968864
645,CHGB,0.039702354586698185
646,RBFOX1,0.0396462727882122
647,GPC6,0.03958789557950193
648,UTRN,0.039508707896627526
649,NAP1L5,0.03942083650165129
650,CMTM7,0.03937052053793655
651,TUBA1A,0.039310854828595976
652,ELOVL7,0.03928380559795719
653,CDH4,0.039283620417850384
654,SVEP1,0.03924528705099628
655,SLC4A7,0.03921868039941878
656,PDE7B,0.03913021754923751
657,C2CD6,0.03905199830596506
658,ELAVL2,0.03899767869397219
659,SULT4A1,0.03898404911373465
660,SDC4,0.038954865932464555
661,SVIL,0.038855381883107665
662,PTPRT,0.03861003244916594
663,RHBDF2,0.03839577091011137
664,STK33,0.03839364400258416
665,PKIA,0.038370691217256336
666,CELF4,0.03834495732720489
667,AHCYL1,0.038163024534559886
668,UCHL1,0.0381038262597716
669,HLA-DPB1,0.038088544699305005
670,CPXM2,0.03805235859119538
671,FRY,0.03803537844063398
672,CALCRL,0.03798194952083356
673,OPALIN,0.03793464546697589
674,CALM3,0.03791133055598028
675,CDH23,0.03787144521872199
676,MIS18BP1,0.03774811293845787
677,ENTPD1,0.037695808957020405
678,MALRD1,0.03762925222539826
679,MYLK,0.03743630751050142
680,HSPA8,0.037137507906230605
681,TENM2,0.036971694168218106
682,CHL1,0.036893753536160534
683,CACNA2D3,0.036852821667506475
684,SMAP2,0.036836066800991385
685,UBASH3B,0.03674638124981089
686,CDKN1C,0.036738567827811264
687,TUBB2B,0.036705138166070406
688,TMSB10,0.03633098063014806
689,PAX3,0.03631739566723502
690,TUBB4B,0.036278961145834177
691,RORA,0.03626781159528969
692,HAPLN2,0.03612782557805383
693,DCC,0.03593726968735966
694,NEFH,0.03585504046217958
695,SCG3,0.03577140578325244
696,ZNF98,0.03544175092663082
697,STMN4,0.035334514486072166
698,GALNT14,0.035318852375876175
699,ALDH1L1,0.035041217620556175
700,DSCAM,0.03460588286840538
701,DCLK2,0.034486102543786146
702,SNCAIP,0.03443692955705857
