cell_type,disease,distance,ontology,method,scope,n_genes,n_annotated,n_ref_genes,mean,median,std,max,skew,p10,p25,p75,p90,p95,bestmatch_mean,bestmatch_median,bestmatch_max
oligodendrocytes,parkinson,lin,CC,all_methods,all,60,60,184,0.3173892635694915,0.24862813261069755,0.22664641749990633,1.0,0.7547924083670703,0.08663205901325567,0.11761886587591935,0.48750115248354886,0.6543165736045373,0.7455101754845603,0.9081258423727844,0.9407710475080957,1.0
oligodendrocytes,parkinson,lin,CC,all_methods,annotated,60,60,184,0.3173892635694915,0.24862813261069755,0.22664641749990633,1.0,0.7547924083670703,0.08663205901325567,0.11761886587591935,0.48750115248354886,0.6543165736045373,0.7455101754845603,0.9081258423727844,0.9407710475080957,1.0
astrocytes,parkinson,SimRel,CC,attention_zero_shot,all,30,28,184,0.22759222816921407,0.15442766539044528,0.2142410475663738,0.9302200607249377,0.7303769977053615,0.015635041474313178,0.0254913045285955,0.39803833580845943,0.5518732041511034,0.6263742651356051,0.720763251978765,0.7346694556118347,0.9302200607249377
astrocytes,parkinson,SimRel,CC,attention_zero_shot,annotated,28,28,184,0.24384881589558652,0.1825065295577355,0.21263488182948684,0.9302200607249377,0.6581954393949566,0.019597882460654123,0.0443717895283929,0.41220997587747304,0.5620898384223361,0.6321757227378093,0.7722463414058197,0.7453724702109239,0.9302200607249377
astrocytes,parkinson,SimRel,CC,ig_lora,all,30,30,184,0.22798613306505933,0.15800591809730954,0.2043435873641555,0.9593300297856777,0.7950011731165778,0.01914316426390299,0.03721838757606551,0.38404873023592356,0.5344501633202765,0.60488873394267,0.7902655545177552,0.7816289924373829,0.9593300297856777
astrocytes,parkinson,SimRel,CC,ig_lora,annotated,30,30,184,0.22798613306505933,0.15800591809730954,0.2043435873641555,0.9593300297856777,0.7950011731165778,0.01914316426390299,0.03721838757606551,0.38404873023592356,0.5344501633202765,0.60488873394267,0.7902655545177552,0.7816289924373829,0.9593300297856777
astrocytes,parkinson,SimRel,CC,all_methods,all,60,58,184,0.2277891806171367,0.15686635747069172,0.209350908452439,0.9593300297856777,0.7609031026937789,0.017905188270653086,0.02868735641276183,0.39175727104634944,0.5431413088754998,0.6178596997187551,0.75551440324826,0.7510543178970922,0.9593300297856777
astrocytes,parkinson,SimRel,CC,all_methods,annotated,58,58,184,0.2356439799487621,0.1687971301886686,0.20853817454100584,0.9593300297856777,0.7282699551081221,0.0193289158551444,0.04092695397332172,0.39934009882837396,0.5472719328450101,0.620246411000094,0.7815666240499242,0.7620780168446346,0.9593300297856777
da_neurons,parkinson,SimRel,CC,attention_zero_shot,all,30,30,184,0.23375926821485257,0.17448819433476068,0.21520082333058455,0.9513495176935272,0.7071777888510967,0.017619748093901405,0.02627412733020532,0.4021812375209469,0.5443236747608748,0.6302877249020002,0.7802833272360274,0.791470281584973,0.9513495176935272
da_neurons,parkinson,SimRel,CC,attention_zero_shot,annotated,30,30,184,0.23375926821485257,0.17448819433476068,0.21520082333058455,0.9513495176935272,0.7071777888510967,0.017619748093901405,0.02627412733020532,0.4021812375209469,0.5443236747608748,0.6302877249020002,0.7802833272360274,0.791470281584973,0.9513495176935272
da_neurons,parkinson,SimRel,CC,ig_lora,all,30,30,184,0.25143680031520604,0.22273708660178096,0.2004349965063621,0.9593300297856777,0.5593897556998508,0.01989344130599887,0.06452720336773476,0.4059631139166462,0.5316946756614891,0.6014712769428365,0.8018883651986048,0.8023519387068878,0.9593300297856777
da_neurons,parkinson,SimRel,CC,ig_lora,annotated,30,30,184,0.25143680031520604,0.22273708660178096,0.2004349965063621,0.9593300297856777,0.5593897556998508,0.01989344130599887,0.06452720336773476,0.4059631139166462,0.5316946756614891,0.6014712769428365,0.8018883651986048,0.8023519387068878,0.9593300297856777
da_neurons,parkinson,SimRel,CC,all_methods,all,60,60,184,0.2425980342650293,0.20073749631542023,0.20813676964588257,0.9593300297856777,0.6315829247147176,0.018586238930140626,0.033525016079336147,0.4042015150869305,0.5370362586167582,0.617421093636575,0.7910858462173161,0.7923730739469255,0.9593300297856777
da_neurons,parkinson,SimRel,CC,all_methods,annotated,60,60,184,0.2425980342650293,0.20073749631542023,0.20813676964588257,0.9593300297856777,0.6315829247147176,0.018586238930140626,0.033525016079336147,0.4042015150869305,0.5370362586167582,0.617421093636575,0.7910858462173161,0.7923730739469255,0.9593300297856777
microglia,parkinson,SimRel,CC,attention_zero_shot,all,30,28,184,0.21196504401307537,0.146341975332194,0.20042220181820103,0.9346878512595131,0.8671827602055664,0.015058965680388095,0.028453272115640364,0.3534081108434747,0.5108629240642065,0.5940256593218645,0.7071004855015776,0.7824863629979317,0.9346878512595131
microglia,parkinson,SimRel,CC,attention_zero_shot,annotated,28,28,184,0.22710540429972362,0.17082327033630118,0.19899703474223598,0.9346878512595131,0.806862377880998,0.01860160484734573,0.05395542578307157,0.3697549223302912,0.5167439154100432,0.6020675145398358,0.7576076630374045,0.798189424812215,0.9346878512595131
microglia,parkinson,SimRel,CC,ig_lora,all,30,30,184,0.24126147579013965,0.19690226989927065,0.19644828261105324,0.9593300297856777,0.689384900185579,0.02108482142921698,0.07085467946216452,0.387129488625335,0.5240647235081631,0.6024847356115463,0.7816750292334691,0.8052447715392743,0.9593300297856777
microglia,parkinson,SimRel,CC,ig_lora,annotated,30,30,184,0.24126147579013965,0.19690226989927065,0.19644828261105324,0.9593300297856777,0.689384900185579,0.02108482142921698,0.07085467946216452,0.387129488625335,0.5240647235081631,0.6024847356115463,0.7816750292334691,0.8052447715392743,0.9593300297856777
microglia,parkinson,SimRel,CC,all_methods,all,60,58,184,0.22661325990160755,0.17203154483818772,0.19898508383786215,0.9593300297856777,0.7703322831487246,0.017625890723280756,0.049570763271022,0.37270963128550344,0.5170224321601539,0.5979724272688465,0.7443877573675234,0.7954119200901109,0.9593300297856777
microglia,parkinson,SimRel,CC,all_methods,annotated,58,58,184,0.23442751024304231,0.18449615467746855,0.19780934092794028,0.9593300297856777,0.7444626777134911,0.019879758491181107,0.061118586654991744,0.3793353393574994,0.5208410787062161,0.6024905571563771,0.7700563007250241,0.8009653177791651,0.9593300297856777
oligodendrocytes,parkinson,SimRel,CC,attention_zero_shot,all,30,30,184,0.20349951736842042,0.13155635493773607,0.20322444911743742,0.9346878512595131,1.0021324508056264,0.016486816023948615,0.02332493467220561,0.34717688740066777,0.5051743263620254,0.5954033812701163,0.7854014348053041,0.7967058064862831,0.9346878512595131
oligodendrocytes,parkinson,SimRel,CC,attention_zero_shot,annotated,30,30,184,0.20349951736842042,0.13155635493773607,0.20322444911743742,0.9346878512595131,1.0021324508056264,0.016486816023948615,0.02332493467220561,0.34717688740066777,0.5051743263620254,0.5954033812701163,0.7854014348053041,0.7967058064862831,0.9346878512595131
oligodendrocytes,parkinson,SimRel,CC,ig_lora,all,30,30,184,0.23401388347977195,0.16748418503928386,0.20884653618531324,0.9425185878957005,0.819327397406125,0.018653905218075723,0.045289321021853735,0.38465468759188903,0.5407292464993064,0.6325943326898855,0.8153887010554812,0.8157828195606787,0.9425185878957005
oligodendrocytes,parkinson,SimRel,CC,ig_lora,annotated,30,30,184,0.23401388347977195,0.16748418503928386,0.20884653618531324,0.9425185878957005,0.819327397406125,0.018653905218075723,0.045289321021853735,0.38465468759188903,0.5407292464993064,0.6325943326898855,0.8153887010554812,0.8157828195606787,0.9425185878957005
oligodendrocytes,parkinson,SimRel,CC,all_methods,all,60,60,184,0.21875670042409623,0.14914524782626742,0.2066187499542068,0.9425185878957005,0.9058442819789105,0.0176868423135664,0.025739651924070826,0.3656536068544961,0.5237763352708835,0.6155343762987223,0.8003950679303924,0.813747646367777,0.9425185878957005
oligodendrocytes,parkinson,SimRel,CC,all_methods,annotated,60,60,184,0.21875670042409623,0.14914524782626742,0.2066187499542068,0.9425185878957005,0.9058442819789105,0.0176868423135664,0.025739651924070826,0.3656536068544961,0.5237763352708835,0.6155343762987223,0.8003950679303924,0.813747646367777,0.9425185878957005
astrocytes,parkinson,wang,CC,attention_zero_shot,all,30,28,184,0.4334991299146216,0.4258294299133142,0.23010292235660137,1.0,0.0006849932738865368,0.14663678861030555,0.27841757304113957,0.5976315183879111,0.7538326892834131,0.8164573748163805,0.8645781796016144,0.9225787914623343,1.0
astrocytes,parkinson,wang,CC,attention_zero_shot,annotated,28,28,184,0.46446335347995166,0.44608103331851623,0.20578523193315187,1.0,0.21393288665904675,0.2155945083572346,0.30464742017593666,0.6133668055226495,0.7605924848306239,0.823269048263317,0.9263337638588726,0.9255689649523045,1.0
astrocytes,parkinson,wang,CC,ig_lora,all,30,30,184,0.46406235613908897,0.4509483189167339,0.18930886550203735,1.0,0.1727708726088589,0.23523902626031365,0.32573764976351816,0.5909759228071003,0.7249029936431508,0.7922847093797952,0.9232512340382091,0.9408702611440687,1.0
astrocytes,parkinson,wang,CC,ig_lora,annotated,30,30,184,0.46406235613908897,0.4509483189167339,0.18930886550203735,1.0,0.1727708726088589,0.23523902626031365,0.32573764976351816,0.5909759228071003,0.7249029936431508,0.7922847093797952,0.9232512340382091,0.9408702611440687,1.0
astrocytes,parkinson,wang,CC,all_methods,all,60,58,184,0.4487807430268553,0.43911048404281494,0.21124897258133657,1.0,0.021009014839960226,0.1890964835638718,0.3032768360249354,0.5937232670827453,0.7415780001628195,0.8047357600896118,0.8939147068199115,0.9255689649523045,1.0
astrocytes,parkinson,wang,CC,all_methods,annotated,58,58,184,0.4642559410622641,0.44864482181593424,0.1974348191276924,1.0,0.19597644124438252,0.2255250799228015,0.3165547387839097,0.6006550696635258,0.7447708314892766,0.807625147536453,0.9247393518826672,0.9334765758265439,1.0
da_neurons,parkinson,wang,CC,attention_zero_shot,all,30,30,184,0.44670058339040797,0.4304493481834154,0.20701829377462075,1.0,0.2459089222147285,0.1825524491481649,0.29686959585994177,0.5862683033397149,0.7368668838694235,0.8102135928654367,0.9136623795760547,0.9448720568790936,1.0
da_neurons,parkinson,wang,CC,attention_zero_shot,annotated,30,30,184,0.44670058339040797,0.4304493481834154,0.20701829377462075,1.0,0.2459089222147285,0.1825524491481649,0.29686959585994177,0.5862683033397149,0.7368668838694235,0.8102135928654367,0.9136623795760547,0.9448720568790936,1.0
da_neurons,parkinson,wang,CC,ig_lora,all,30,30,184,0.4879183561083164,0.48432826744685664,0.18162391745390732,1.0,0.015064030073863928,0.26023006604347376,0.3629876649647763,0.6107989029119884,0.7324585005340521,0.790156964457495,0.9341529810379263,0.9558726679695935,1.0
da_neurons,parkinson,wang,CC,ig_lora,annotated,30,30,184,0.4879183561083164,0.48432826744685664,0.18162391745390732,1.0,0.015064030073863928,0.26023006604347376,0.3629876649647763,0.6107989029119884,0.7324585005340521,0.790156964457495,0.9341529810379263,0.9558726679695935,1.0
da_neurons,parkinson,wang,CC,all_methods,all,60,60,184,0.46730946974936216,0.4620640753318813,0.1958229732980422,1.0,0.11065113640214609,0.218271063866195,0.3266045542068251,0.6014161804194137,0.735161900915461,0.8003583102857089,0.9239076803069906,0.9456842453001871,1.0
da_neurons,parkinson,wang,CC,all_methods,annotated,60,60,184,0.46730946974936216,0.4620640753318813,0.1958229732980422,1.0,0.11065113640214609,0.218271063866195,0.3266045542068251,0.6014161804194137,0.735161900915461,0.8003583102857089,0.9239076803069906,0.9456842453001871,1.0
microglia,parkinson,wang,CC,attention_zero_shot,all,30,28,184,0.40511373717041677,0.39775968024100683,0.21728644576291764,1.0,0.06498330803847593,0.1351587989947977,0.26209934359927695,0.5535378681836346,0.6942917669844886,0.7794233062532899,0.8203387348046773,0.9258627740873251,1.0
microglia,parkinson,wang,CC,attention_zero_shot,annotated,28,28,184,0.4340504326825894,0.4165800233389655,0.19500205123092204,1.0,0.2883337219257311,0.1890585657271781,0.2922647743955199,0.5664050192519349,0.7014341210471227,0.7835973965200201,0.8789343587192973,0.9357479963399493,1.0
microglia,parkinson,wang,CC,ig_lora,all,30,30,184,0.4601790789389363,0.4471097744463471,0.1811967308839047,1.0,0.1703431852805479,0.2463166514073966,0.32928456418528373,0.5803408386170397,0.7081253102969938,0.7775546240699329,0.9095054346826749,0.9408702611440687,1.0
microglia,parkinson,wang,CC,ig_lora,annotated,30,30,184,0.4601790789389363,0.4471097744463471,0.1811967308839047,1.0,0.1703431852805479,0.2463166514073966,0.32928456418528373,0.5803408386170397,0.7081253102969938,0.7775546240699329,0.9095054346826749,0.9408702611440687,1.0
microglia,parkinson,wang,CC,all_methods,all,60,58,184,0.4326464080546766,0.4254013311793253,0.20194275268914388,1.0,0.029882394714849967,0.18223082319723774,0.2987263442743999,0.5672235989848207,0.7009176170545173,0.7776485366867001,0.8649220847436762,0.9357479963399493,1.0
microglia,parkinson,wang,CC,all_methods,annotated,58,58,184,0.4475652497117344,0.4343039761139925,0.1884408590341374,1.0,0.2173657831356149,0.2181714878816921,0.31184659482974314,0.5739140453503088,0.7064447072750758,0.7801413230341404,0.8947469842175961,0.9380164840403832,1.0
oligodendrocytes,parkinson,wang,CC,attention_zero_shot,all,30,30,184,0.41588493506411606,0.38594328991043425,0.1932300316896138,1.0,0.4587497804313761,0.18876303297817523,0.27438913906230966,0.5542192297572226,0.677912232943411,0.7561744543029594,0.906245694442301,0.9584183265924799,1.0
oligodendrocytes,parkinson,wang,CC,attention_zero_shot,annotated,30,30,184,0.41588493506411606,0.38594328991043425,0.1932300316896138,1.0,0.4587497804313761,0.18876303297817523,0.27438913906230966,0.5542192297572226,0.677912232943411,0.7561744543029594,0.906245694442301,0.9584183265924799,1.0
oligodendrocytes,parkinson,wang,CC,ig_lora,all,30,30,184,0.46611014429714764,0.4555712869951206,0.1908598979439948,1.0,0.22310913474915578,0.2379458933235819,0.3243481266416666,0.591472593189607,0.731073451437616,0.8047629219593608,0.9311431304249536,0.9462111791145118,1.0
oligodendrocytes,parkinson,wang,CC,ig_lora,annotated,30,30,184,0.46611014429714764,0.4555712869951206,0.1908598979439948,1.0,0.22310913474915578,0.2379458933235819,0.3243481266416666,0.591472593189607,0.731073451437616,0.8047629219593608,0.9311431304249536,0.9462111791145118,1.0
oligodendrocytes,parkinson,wang,CC,all_methods,all,60,60,184,0.44099753968063177,0.42243761360928006,0.19368354552105368,1.0,0.329794143920117,0.20889896133786245,0.2979538077720329,0.5739128970526133,0.7065951898433468,0.7872376261409519,0.9186944124336273,0.9556269666616117,1.0
oligodendrocytes,parkinson,wang,CC,all_methods,annotated,60,60,184,0.44099753968063177,0.42243761360928006,0.19368354552105368,1.0,0.329794143920117,0.20889896133786245,0.2979538077720329,0.5739128970526133,0.7065951898433468,0.7872376261409519,0.9186944124336273,0.9556269666616117,1.0
astrocytes,parkinson,lin,MF,attention_zero_shot,all,30,27,184,0.38561946333939184,0.3721268356565663,0.3037387433196617,1.0,0.15899795321676313,0.0,0.07542493475200238,0.6583139403922582,0.8150015274225129,0.8527213433566349,0.8091075258470954,0.9403850327391291,1.0
astrocytes,parkinson,lin,MF,attention_zero_shot,annotated,27,27,184,0.4284660703771021,0.4291011142639396,0.29008569343406815,1.0,0.01747805827895833,0.0,0.16356281992598465,0.6831832202684007,0.820865174064709,0.8588989076268094,0.8990083620523281,0.9452035857800107,1.0
astrocytes,parkinson,lin,MF,ig_lora,all,30,29,184,0.4240655743700515,0.4175147121721383,0.31715131574490674,1.0,0.0695603832024084,0.0,0.12039687658232881,0.7163451856975186,0.8492866789087544,0.902240852147017,0.8827168752020516,0.9487667487146683,1.0
astrocytes,parkinson,lin,MF,ig_lora,annotated,29,29,184,0.4386885252103981,0.4420991451855285,0.3124715717248016,1.0,0.020937691993100412,0.0,0.14602607922173377,0.7242138002924035,0.8520021025300679,0.9045568974943133,0.9131553881400534,0.9524195628527733,1.0
astrocytes,parkinson,lin,MF,all_methods,all,60,56,184,0.4048425188547216,0.38844363433084533,0.3111119035000299,1.0,0.11879916725072755,0.0,0.09823413708791406,0.6854732832145805,0.8282823121671952,0.8794348030454997,0.8459122005245735,0.9444298592124082,1.0
astrocytes,parkinson,lin,MF,all_methods,annotated,56,56,184,0.4337598416300589,0.4325971356095125,0.30192889662346006,1.0,0.023244487342119213,0.0,0.15395904045211936,0.7027310721858079,0.8343552268287825,0.8836923239706848,0.906334500562043,0.9481581999676512,1.0
da_neurons,parkinson,lin,MF,attention_zero_shot,all,30,28,184,0.37922486707482256,0.35483110181584065,0.3026700956262077,0.9918236048941029,0.21849511035872823,0.0,0.07597972246581827,0.6402624650356115,0.8156520556042284,0.8746377234869344,0.8418037551640869,0.92420597502805,0.9918236048941029
da_neurons,parkinson,lin,MF,attention_zero_shot,annotated,28,28,184,0.40631235758016704,0.39018125851849345,0.29520622960924275,0.9918236048941029,0.1276862172095385,0.0,0.14103228108128787,0.6580868293448703,0.8233585435907549,0.879151569354185,0.9019325948186644,0.9260563991235607,0.9918236048941029
da_neurons,parkinson,lin,MF,ig_lora,all,30,29,184,0.4335637275452547,0.4284209398706098,0.3228541972280673,1.0,0.062292369570523844,0.0,0.1261858330323512,0.7368935115185667,0.8703464219051567,0.9160759145965555,0.8750641181191081,0.9538410183289745,1.0
da_neurons,parkinson,lin,MF,ig_lora,annotated,29,29,184,0.44851420090888416,0.452562873424537,0.31799943023318916,1.0,0.013684689341964535,0.0,0.14966917782627248,0.7452398139710943,0.8735755587577855,0.9168426300685381,0.905238742881836,0.9552624738051757,1.0
da_neurons,parkinson,lin,MF,all_methods,all,60,57,184,0.40639429731003857,0.38395142353849065,0.3141021930302064,1.0,0.14817480715490255,0.0,0.1028355757814278,0.6905709942786306,0.846548251550441,0.8979455171753823,0.8584339366415976,0.9444298592124082,1.0
da_neurons,parkinson,lin,MF,all_methods,annotated,57,57,184,0.42778347085267215,0.4167240127274454,0.30773835351768003,1.0,0.07821390508955996,0.0,0.14597582781003818,0.7056946663164492,0.8522261002256188,0.9000213892918616,0.90361467014905,0.9481942289063064,1.0
microglia,parkinson,lin,MF,attention_zero_shot,all,30,28,184,0.3866600124270894,0.3601699277942908,0.3094207812930034,1.0,0.2313124555129305,0.0,0.06614384281758146,0.6494052235254698,0.8429956555223983,0.8967157907349602,0.8551120532865395,0.9366908487850946,1.0
microglia,parkinson,lin,MF,attention_zero_shot,annotated,28,28,184,0.4142785847433101,0.3926647136122409,0.3018908667187135,1.0,0.14169999405404995,0.0,0.1552814974787386,0.6740584751961571,0.8504482638084243,0.898996977779396,0.9161914856641495,0.9439076737153977,1.0
microglia,parkinson,lin,MF,ig_lora,all,30,30,184,0.4098880301297491,0.4166967379405977,0.3145387965179591,1.0,0.08540362966500765,0.0,0.093452522852218,0.6901805842934267,0.836570843999212,0.8871657388544445,0.9194791861502177,0.9570383624020801,1.0
microglia,parkinson,lin,MF,ig_lora,annotated,30,30,184,0.4098880301297491,0.4166967379405977,0.3145387965179591,1.0,0.08540362966500765,0.0,0.093452522852218,0.6901805842934267,0.836570843999212,0.8871657388544445,0.9194791861502177,0.9570383624020801,1.0
microglia,parkinson,lin,MF,all_methods,all,60,58,184,0.3982740212784193,0.38351608467932036,0.31220637790901734,1.0,0.15808216418278573,0.0,0.08473966757535119,0.6756340590271606,0.8389053034751204,0.8921628542679593,0.8872956197183784,0.951862010834858,1.0
microglia,parkinson,lin,MF,all_methods,annotated,58,58,184,0.41200760821905436,0.4042507380660953,0.30850544874690444,1.0,0.1100441906289253,0.0,0.11411725592246381,0.6843686981636506,0.8423721629637141,0.8935548459013524,0.9178920203983227,0.9536223069135646,1.0
oligodendrocytes,parkinson,lin,MF,attention_zero_shot,all,30,28,184,0.3152509926183252,0.22662658899951016,0.3002357323043751,1.0,0.6098432290148625,0.0,0.01699529564887493,0.5590680875277357,0.7950114855794264,0.8717765530616032,0.8058464046036231,0.8874048977749517,1.0
oligodendrocytes,parkinson,lin,MF,attention_zero_shot,annotated,28,28,184,0.3377689206624913,0.26042690985971245,0.2982856297447004,1.0,0.5237216716186217,0.0,0.061398968909482585,0.5813577693137694,0.8020658295617797,0.8754619372538168,0.8634068620753105,0.9080063184401459,1.0
oligodendrocytes,parkinson,lin,MF,ig_lora,all,30,29,184,0.41284286604393006,0.413425640622647,0.3091128101275529,1.0,0.09326445145836607,0.0,0.10373956712907903,0.6860975598237318,0.8342178711110066,0.886213883373572,0.8505778186511418,0.9351762261631202,1.0
oligodendrocytes,parkinson,lin,MF,ig_lora,annotated,29,29,184,0.4270788269419966,0.43520784357258147,0.3045746290182856,1.0,0.04641088975931734,0.0,0.12931479659865824,0.6955725642446393,0.8372645105520962,0.8881611160776999,0.8799080882598019,0.943745783848253,1.0
oligodendrocytes,parkinson,lin,MF,all_methods,all,60,57,184,0.36404692933112764,0.30847595437422354,0.3085889751892123,1.0,0.3411672060993028,0.0,0.0624909840674455,0.6414643949580144,0.8162678032452869,0.8791898303378137,0.8282121116273825,0.9192349080278734,1.0
oligodendrocytes,parkinson,lin,MF,all_methods,annotated,57,57,184,0.3832072940327659,0.33563285541772103,0.30478963180637497,1.0,0.2735648953326759,0.0,0.09437919383115441,0.6556374741144386,0.822185282865559,0.8824213703340124,0.8718022227656658,0.9266066684779874,1.0
astrocytes,parkinson,SimRel,MF,attention_zero_shot,all,30,27,184,0.21014091508536953,0.21100907833876942,0.17028246914814793,0.9080709132447715,0.20385239295601204,0.0,0.02256757359008757,0.35824063545436363,0.43311207732397455,0.4626801567436298,0.5417101528865521,0.5400993359628682,0.9080709132447715
astrocytes,parkinson,SimRel,MF,attention_zero_shot,annotated,27,27,184,0.23348990565041056,0.24282743893974884,0.16360365744190905,0.9080709132447715,0.05978915677031623,0.0,0.07380269712587129,0.3732300557096981,0.43775621793755304,0.4663460508684796,0.6019001698739468,0.5513070406125521,0.9080709132447715
astrocytes,parkinson,SimRel,MF,ig_lora,all,30,29,184,0.2252704451625891,0.22662096959645772,0.17313193797323692,0.9179058337180961,0.12787505429641824,0.0,0.045341689378823616,0.37984562413954065,0.4483771052836948,0.47678125738167565,0.5884550300194985,0.5644533278288939,0.9179058337180961
astrocytes,parkinson,SimRel,MF,ig_lora,annotated,29,29,184,0.23303839154750597,0.24206007543387967,0.17087436160738226,0.9179058337180961,0.0801337402642694,0.0,0.05860297842851248,0.383832241384388,0.45017250331873915,0.4782327877895969,0.6087465827787916,0.5684495010098892,0.9179058337180961
astrocytes,parkinson,SimRel,MF,all_methods,all,60,56,184,0.21770568012397928,0.21824426927912335,0.1718796651523057,0.9179058337180961,0.166643029111186,0.0,0.034317631562206345,0.3703119585075453,0.4409547531098337,0.47122086887926745,0.5650825914530253,0.5511095091021538,0.9179058337180961
astrocytes,parkinson,SimRel,MF,all_methods,annotated,56,56,184,0.2332560858471207,0.24243781981608878,0.16740842157102456,0.9179058337180961,0.0708594691648963,0.0,0.06493981764167511,0.37934707847421906,0.4441987918247879,0.4737639096323454,0.6054456336996701,0.5560406066979077,0.9179058337180961
da_neurons,parkinson,SimRel,MF,attention_zero_shot,all,30,28,184,0.20795312287094728,0.20135443662884245,0.17146408590986875,0.8928398375122557,0.35928423598588044,0.0,0.025757304381148163,0.35090502950653907,0.4339328543396367,0.46706704849546693,0.6202155157701645,0.6300840641321453,0.8928398375122557
da_neurons,parkinson,SimRel,MF,attention_zero_shot,annotated,28,28,184,0.22280691736172922,0.2204883217692646,0.16789996960158451,0.8928398375122557,0.2796006868885987,0.0,0.06035612024009808,0.3592731937510069,0.4381280125929277,0.4693807884822436,0.664516624039462,0.6659409884379223,0.8928398375122557
da_neurons,parkinson,SimRel,MF,ig_lora,all,30,29,184,0.23121825181145175,0.23959787520076756,0.1748531944442307,0.9179058337180961,0.07228305612383024,0.0,0.04874320250612408,0.39225762398849007,0.45584116208137615,0.4767042486486262,0.566720276449809,0.5509313897737265,0.9179058337180961
da_neurons,parkinson,SimRel,MF,ig_lora,annotated,29,29,184,0.23919129497736394,0.25109066041960604,0.17239727527522955,0.9179058337180961,0.022364998155251566,0.0,0.06375906768543285,0.39591188517683307,0.4570600501911629,0.4776052578123674,0.5862623549480784,0.5513070406125521,0.9179058337180961
da_neurons,parkinson,SimRel,MF,all_methods,all,60,57,184,0.21958568734119954,0.21770671892070295,0.17355720307231265,0.9179058337180961,0.21409530673159727,0.0,0.03884216146499985,0.37283719604769205,0.44717348089470527,0.4737646174166206,0.5934678961099867,0.5775012799021626,0.9179058337180961
da_neurons,parkinson,SimRel,MF,all_methods,annotated,57,57,184,0.23114282878021,0.23467540645968854,0.1703999008268163,0.9179058337180961,0.14697031119883555,0.0,0.06289547844725853,0.37893845269589777,0.4494448094457464,0.47513380380517234,0.6247030485368281,0.5853823358616524,0.9179058337180961
microglia,parkinson,SimRel,MF,attention_zero_shot,all,30,28,184,0.20975814156921896,0.1965870620039567,0.17220258846147085,0.8547931062803037,0.3235874945321486,0.0,0.02273123401602878,0.3573980920613802,0.44513215255517147,0.4721509249660813,0.5958653113278636,0.6056647859935165,0.8547931062803037
microglia,parkinson,SimRel,MF,attention_zero_shot,annotated,28,28,184,0.2247408659670203,0.21685221602277496,0.16853671615928198,0.8547931062803037,0.24012427111968926,0.0,0.07113903332604443,0.3672791294412309,0.44863241433574796,0.4745793215257099,0.6384271192798538,0.6337272958278254,0.8547931062803037
microglia,parkinson,SimRel,MF,ig_lora,all,30,30,184,0.21593104882472253,0.22085115366420394,0.17000398056186286,0.973873687629655,0.1544463682564468,0.0,0.03532168501752105,0.3664634108035477,0.4389580320259561,0.4685824719262294,0.5973112486166396,0.553516893402638,0.973873687629655
microglia,parkinson,SimRel,MF,ig_lora,annotated,30,30,184,0.21593104882472253,0.22085115366420394,0.17000398056186286,0.973873687629655,0.1544463682564468,0.0,0.03532168501752105,0.3664634108035477,0.4389580320259561,0.4685824719262294,0.5973112486166396,0.553516893402638,0.973873687629655
microglia,parkinson,SimRel,MF,all_methods,all,60,58,184,0.21284459519697072,0.20935151456476797,0.1711346505996104,0.973873687629655,0.23984930531836596,0.0,0.031187119932385973,0.36255893137031003,0.44150840166352195,0.47051873795942184,0.5965882799722516,0.5760567582759804,0.973873687629655
microglia,parkinson,SimRel,MF,all_methods,annotated,58,58,184,0.2201840639968663,0.2187790796789622,0.169354461076138,0.973873687629655,0.19438597855694761,0.0,0.045295048142712874,0.36686896447040324,0.4431964112144219,0.47181648871470433,0.6171602896264672,0.5775012799021626,0.973873687629655
oligodendrocytes,parkinson,SimRel,MF,attention_zero_shot,all,30,28,184,0.1699190669337795,0.11353479562450586,0.169686115630735,0.9070934599074959,0.721753788780662,0.0,0.004876461363545968,0.30959277178034067,0.42073546667158496,0.46438369802973734,0.5946997072665259,0.5977757594830013,0.9070934599074959
oligodendrocytes,parkinson,SimRel,MF,attention_zero_shot,annotated,28,28,184,0.18205614314333518,0.13902441704248836,0.1692348025663139,0.9070934599074959,0.6362883781109829,0.0,0.019344487342359676,0.3234197185024932,0.4269779774248159,0.4671186277960846,0.6371782577855634,0.6116625359564303,0.9070934599074959
oligodendrocytes,parkinson,SimRel,MF,ig_lora,all,30,29,184,0.22287110324314752,0.23013320098715628,0.17167543687175288,0.8547931062803037,0.13740416720958368,0.0,0.03812433872642277,0.37197467931785644,0.44388460491172727,0.4744923181085987,0.5679645915506231,0.5575665974100095,0.8547931062803037
oligodendrocytes,parkinson,SimRel,MF,ig_lora,annotated,29,29,184,0.23055631369980778,0.24404317240050127,0.16946053642512748,0.8547931062803037,0.09008616657569417,0.0,0.05508095904404964,0.37629238544980703,0.4457989768323003,0.4751709714670294,0.5875495774661618,0.5612060496032174,0.8547931062803037
oligodendrocytes,parkinson,SimRel,MF,all_methods,all,60,57,184,0.19639508508846348,0.17059795522979518,0.17272491502039983,0.9070934599074959,0.41485394367958045,0.0,0.0189148526184168,0.34905827409077766,0.4351160945756819,0.4700780037339039,0.5813321494085745,0.5764443831965351,0.9070934599074959
