rank,gene,score
360,GRIN2B,0.10101151466369629
361,PIP5K1B,0.10099478960037234
362,LAMA2,0.10049173484245943
363,SNCG,0.10018938779830933
364,NTNG1,0.10016767183939612
365,STUM,0.10014912486076355
366,STK32B,0.1001130908727646
367,KCNIP4,0.0989233794666472
368,NRCAM,0.09870144724845886
369,ETS2,0.09579475233952206
370,RGS6,0.09566701534133137
371,NPAS2,0.09523301323254901
372,MAN2A1,0.09480493615070973
373,IL1RAP,0.0945856623233311
374,CHL1,0.09436702728271484
375,SVIL,0.09401831456593102
376,HLA-DRB1,0.09333759972027367
377,NRG1,0.09327746629714961
378,ADGRG6,0.09273719489574428
379,TOX,0.09238219261169434
380,MYO5C,0.09236335754394531
381,ALDH1A1,0.09136590361595154
382,SOX6,0.09093496203422546
383,UBASH3B,0.09074691236019139
384,PACRG,0.09070279200871789
385,TNFRSF21,0.09051499925553796
386,LPIN1,0.09014583230018614
387,SLC18A2,0.08995422720909119
388,GALNT15,0.08978638052940369
389,SGCZ,0.08978032072385156
390,KCNB2,0.08967285354932153
391,UCHL1,0.08867349558406401
392,APOD,0.08826194490705219
393,CLSTN2,0.08795495276097898
394,PHACTR2,0.0875946313142777
395,PPM1E,0.08734287321567535
396,TGFB2,0.08730739355087275
397,SLC24A3,0.08728995833259368
398,HHIP,0.08646157383918762
399,PLEKHA5,0.08636243409580657
400,MT2A,0.08618322345945573
401,RGS10,0.08600656936566031
402,MAP3K8,0.08573495676474907
403,MCC,0.08568212389945984
404,GABRB2,0.08519645035266876
405,WIPF3,0.08509271343549096
406,ERC2,0.08499420881271369
407,CDH23,0.08494561248355437
408,C1orf87,0.08477655053138733
409,TMEM163,0.08477402292191982
410,WWC1,0.08433866500854492
411,CCSER1,0.0842936436335246
412,UNC5D,0.083809369802475
413,TPD52L1,0.08351179957389832
414,DSCAML1,0.08335731472029828
415,HAMP,0.08322516083717346
416,DUSP1,0.08257030881941319
417,CNDP1,0.08173501491546631
418,RGS7,0.0811514532701536
419,TMEM130,0.0804990828037262
420,KIF5A,0.08045867085456848
421,UNC5C,0.080249834805727
422,SLC38A1,0.07977051138877866
423,CHI3L1,0.07723156469208853
424,CACNA2D3,0.0765508269270262
425,KCTD8,0.07613142218553659
426,RGS16,0.07608504593372345
427,ANKFN1,0.07567097743352258
428,KYNU,0.07537928968667984
429,CLMP,0.07530038555463159
430,PPARG,0.07519611716270447
431,ROR1,0.0751429844361085
432,TAGLN3,0.07502239039449976
433,PEA15,0.07497568925221765
434,TF,0.07486890183462125
435,TH,0.07472245492365048
436,GRIK2,0.07436529596646635
437,B3GNT5,0.07436192455964208
438,IGFBP7,0.0741043577591578
439,SLC44A5,0.07410171934786969
440,CD69,0.07328877449035642
441,SERPINE2,0.07268548295611427
442,FMN2,0.07252589861551917
443,PDE10A,0.07242093153297902
444,SIGLEC1,0.07232732574145001
445,SLC35F1,0.0722039560476938
446,NEFL,0.07207006216049194
447,CEBPD,0.07204789619941215
448,RANBP3L,0.07183584570884705
449,NEFM,0.0718042440712452
450,CEMIP,0.0711336542259563
451,NCDN,0.07082388798395789
452,PDZRN4,0.07076472276216972
453,EYA4,0.07059823363632356
454,CADPS,0.07028067537716454
455,GPC5,0.07002682065857307
456,CDH10,0.06986759603023529
457,C3,0.06977385075555909
458,RASGEF1C,0.06974733477601636
459,SORBS1,0.06970826921120188
460,CTSB,0.06966438987752888
461,FBXO2,0.06944942474365234
462,PCDH7,0.06887240211168921
463,MGAT4C,0.06882202625274658
464,MBOAT1,0.06878631561994553
465,PLA2G7,0.06872590967253134
466,ANGPT1,0.06840353662317444
467,CNTN1,0.06833081245422357
468,FGD2,0.06818940076563096
469,SGCD,0.06789472437741462
470,BMPR1B,0.06782608450233163
471,EDNRB,0.06766253880092077
472,FBXO32,0.06760579347610474
473,CENPF,0.06723625407270761
474,CCDC85A,0.06712515652179718
475,ATP2B2,0.06710461974143989
476,NRXN3,0.06709938935744458
477,CCL3,0.0668444994550485
478,SLC2A13,0.06668223738670354
479,IFI44L,0.0666524291501116
480,OLR1,0.06661821405092877
481,PLCB1,0.06641338268915808
482,SLC24A4,0.06619322841817682
483,MIS18BP1,0.0661489509723403
484,CMTM7,0.06575960293412209
485,PEBP4,0.06556591391563416
486,RALYL,0.06549833218256629
487,SLC2A9,0.0654711822668711
488,DNM1,0.06533044150897427
489,PRDM6,0.0652551516890526
490,LRRC4C,0.06518842325630514
491,PIEZO2,0.06499046087265015
492,MAN1A1,0.06497604487271141
493,MT1M,0.06487885117530823
494,HSPA2,0.0645291805267334
495,ANKRD18A,0.06422686441378156
496,SLC14A1,0.06415181010961535
497,NTN1,0.06360831748355522
498,GINS3,0.063595712184906
499,ZNRF3,0.0635677009820938
500,PAM,0.06330784161885572
501,FLRT2,0.06322528918584192
502,ZFPM2,0.06289476156234741
503,NEGR1,0.06259576479593909
504,TOGARAM2,0.06258970499038696
505,GFAP,0.062407396237055435
506,SHISA6,0.062090277671813965
507,CA12,0.06199194788932799
508,GRIA1,0.06175072987874353
509,TBC1D9,0.06174422502517701
510,LHFPL3,0.061744129602213094
511,SLC8A3,0.06144692666000795
512,FRY,0.06132811556259793
513,OLFM3,0.0611904467145602
514,FRMD3,0.061152348915735844
515,RAB3A,0.06102647682030993
516,S100Z,0.060673926841645076
517,CCL2,0.06034363806247711
518,MS4A4A,0.06013304591178892
519,FLT1,0.06013132191087672
520,PLPPR1,0.05991276353597641
521,MSRB3,0.05991221751485554
522,DNAH14,0.05985534191131592
523,ZNF365,0.059796255826950084
524,IL18,0.059427338150831344
525,ADCY2,0.05936712452343529
526,NRXN1,0.059359639006502485
527,KCNE4,0.05919203410545981
528,MAP1B,0.05885848428779861
529,DCC,0.05866350730260206
530,PCDH15,0.05853213866551721
531,ATP8B4,0.058209729247859554
532,MYRIP,0.0580291575441757
533,KCNAB1,0.05771564345421465
534,ADAMTS9,0.05751310174281776
535,PRICKLE2,0.0574171668953366
536,GPRIN3,0.05738046308895489
537,PDE3B,0.057061742370327295
538,NKAIN3,0.05700502991676332
539,SLC35F3,0.056417375802993774
540,TNFAIP3,0.05629401832679071
541,EGFR,0.05622088466371811
542,NDRG4,0.05617565214633946
543,PLA2G4A,0.05595072585025007
544,GPAT3,0.05550701419512427
545,DLEU7,0.05518953056416953
546,CNBD1,0.055094316601753235
547,SYT6,0.055073626148395005
548,TENT5A,0.05507071954863413
549,CALN1,0.05500376224517822
550,MAFB,0.05499514232982283
551,TENM4,0.054750606417655945
552,UST,0.05469975861513521
553,PGM2L1,0.05467295050621035
554,WDR49,0.05461081117391586
555,ITGAX,0.05460677402360098
556,IRF8,0.054501972028187295
557,EFNA5,0.05443429405039002
558,ALK,0.05438576638698578
559,PALD1,0.0543305261754522
560,GRID2,0.05406603817041822
561,TUBB2A,0.054018765687942505
562,RORA,0.05399916569391883
563,PLEK,0.05390696869446682
564,SCG3,0.05379185080528259
565,SETBP1,0.05378008815977309
566,PRELID2,0.05375228936855608
567,CHSY3,0.0535651272019515
568,TNR,0.053219348192214966
569,LRFN5,0.05314683631846784
570,PTPRN,0.05313675105571747
571,ELMOD1,0.05285133719444279
572,COL4A1,0.05280915498733518
573,PCED1B,0.05277240350842477
574,GALNT18,0.05263760402089068
575,ENO2,0.05263113975524902
576,SLAIN1,0.052482446034749386
577,RAPGEF5,0.05247687875178819
