source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005576,extracellular region,0.009754682703930866,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",3564,29,16,17154,0.5517241379310345,0.004489337822671156,query_1,['GO:0110165']
GO:MF,GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,0.013700078174076463,True,"""Binds to and increases the activity of phosphatidylcholine-sterol O-acyltransferase."" [GOC:BHF, GOC:dph, GOC:tb, PMID:4335615]",6,29,2,17354,0.06896551724137931,0.3333333333333333,query_1,['GO:0008047']
GO:CC,GO:0005788,endoplasmic reticulum lumen,0.02327005436946544,True,"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]",291,29,5,17154,0.1724137931034483,0.01718213058419244,query_1,"['GO:0005783', 'GO:0070013']"
GO:CC,GO:0042627,chylomicron,0.024827583439084085,True,"""A large lipoprotein particle (diameter 75-1200 nm) composed of a central core of triglycerides and cholesterol surrounded by a protein-phospholipid coating. The proteins include one molecule of apolipoprotein B-48 and may include a variety of apolipoproteins, including APOAs, APOCs and APOE. Chylomicrons are found in blood or lymph and carry lipids from the intestines into other body tissues."" [GOC:jl, GOC:rl, PMID:10580165]",10,29,2,17154,0.06896551724137931,0.2,query_1,['GO:0034358']
GO:CC,GO:0030666,endocytic vesicle membrane,0.038425814687357895,True,"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]",172,29,4,17154,0.13793103448275862,0.023255813953488372,query_1,"['GO:0030139', 'GO:0030659', 'GO:0098588']"
GO:CC,GO:0070821,tertiary granule membrane,0.04829479999975077,True,"""The lipid bilayer surrounding a tertiary granule."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]",72,29,3,17154,0.10344827586206896,0.041666666666666664,query_1,"['GO:0030667', 'GO:0070820']"
GO:BP,GO:0034382,chylomicron remnant clearance,0.04892909652783759,True,"""The process in which a chylomicron remnant is removed from the blood via receptor-mediated endocytosis into liver cells and its constituent parts degraded."" [GOC:BHF, GOC:mah, GOC:pde]",6,25,2,16180,0.08,0.3333333333333333,query_1,['GO:0071830']
GO:BP,GO:0034447,very-low-density lipoprotein particle clearance,0.04892909652783759,True,"""The process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:rl]",6,25,2,16180,0.08,0.3333333333333333,query_1,['GO:0034381']
GO:BP,GO:0071830,triglyceride-rich lipoprotein particle clearance,0.04892909652783759,True,"""The process in which a triglyceride-rich lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF]",6,25,2,16180,0.08,0.3333333333333333,query_1,['GO:0034381']
